,img_name,season
15915,./data/summer/2194.jpeg,1
9102,./data/spring/4371.jpeg,0
8685,./data/spring/6377.jpeg,0
17450,./data/summer/2951.jpeg,1
18613,./data/autumn/4828.jpeg,2
26966,./data/winter/1524.jpeg,3
30501,./data/winter/3795.jpeg,3
13662,./data/summer/6322.jpeg,1
1309,../fashiondata_tng/photos/872/8727398237-neutral-asos-shoes-navy-charlotte-russe-dress-yellow-spring-break-jacket_400.jpg,0
19267,./data/autumn/4061.jpeg,2
29388,./data/winter/1402.jpeg,3
893,../fashiondata_tng/photos/604/6046070937-pink-spring-h-m-blazer-black-leather-random-brand-leggings_400.jpg,0
11739,./data/summer/51.jpeg,1
22575,./data/autumn/6140.jpeg,2
28931,./data/winter/684.jpeg,3
17716,./data/autumn/2312.jpeg,2
25661,./data/winter/2371.jpeg,3
616,../fashiondata_tng/photos/107/10703140713-black-winter-hat-unknown-hat-black-tank-top-tucci-shirt_400.jpg,3
2999,../fashiondata_tng/photos/666/6668179621-yellow-blouse-choiescom-blouse-navy-summer-sheinside-skirt_400.jpg,1
24642,./data/winter/2330.jpeg,3
6941,./data/spring/5437.jpeg,0
22706,./data/autumn/5042.jpeg,2
22352,./data/autumn/415.jpeg,2
26306,./data/winter/2647.jpeg,3
2041,../fashiondata_tng/photos/111/11154805197-green-call-it-spring-bag-eggshell-value-village-cardigan_400.jpg,0
25174,./data/winter/3355.jpeg,3
626,../fashiondata_tng/photos/386/3869369497-black-boots-blue-autumn-coat-jeans-red-scarf-chain-necklace_400.jpg,2
1959,../fashiondata_tng/photos/879/8791819850-smart-set-skirt-smart-set-shirt-walmart-scarf-spring-shoes-vintage-acces_400.jpg,0
28711,./data/winter/4309.jpeg,3
14819,./data/summer/6019.jpeg,1
24648,./data/winter/922.jpeg,3
6250,./data/spring/688.jpeg,0
28381,./data/winter/3339.jpeg,3
2548,../fashiondata_tng/photos/446/4463398817-ivory-british-sammydress-pumps-black-old-for-summer-mango-hat_400.jpg,1
21325,./data/autumn/2103.jpeg,2
4641,./data/spring/3630.jpeg,0
1064,../fashiondata_tng/photos/787/7878291884-tan-camel-wool-fall-oasap-coat-black-spiked-oasap-socks_400.jpg,2
5512,./data/spring/2598.jpeg,0
7097,./data/spring/6025.jpeg,0
6553,./data/spring/2925.jpeg,0
25698,./data/winter/4828.jpeg,3
7599,./data/spring/1576.jpeg,0
23896,./data/autumn/3438.jpeg,2
11756,./data/summer/4025.jpeg,1
11051,./data/summer/2845.jpeg,1
20295,./data/autumn/1578.jpeg,2
3424,./data/spring/2912.jpeg,0
26384,./data/winter/2189.jpeg,3
26720,./data/winter/246.jpeg,3
24681,./data/winter/1327.jpeg,3
12647,./data/summer/4219.jpeg,1
5414,./data/spring/625.jpeg,0
27169,./data/winter/5709.jpeg,3
16288,./data/summer/69.jpeg,1
1889,../fashiondata_tng/photos/454/4541121194-fishnet-peacocks-stockings-ankle-boots-boots-pvc-ann-summers-dress_400.jpg,1
17880,./data/autumn/3382.jpeg,2
23831,./data/autumn/3394.jpeg,2
2488,../fashiondata_tng/photos/304/3048060678-brown-roxy-shoes-brown-bershka-jeans-blue-springfield-shirt_400.jpg,0
19016,./data/autumn/2259.jpeg,2
13819,./data/summer/5279.jpeg,1
23200,./data/autumn/106.jpeg,2
22728,./data/autumn/3008.jpeg,2
20027,./data/autumn/1366.jpeg,2
28647,./data/winter/1257.jpeg,3
4616,./data/spring/4738.jpeg,0
12939,./data/summer/3537.jpeg,1
14445,./data/summer/3428.jpeg,1
10644,./data/summer/3791.jpeg,1
3868,./data/spring/5871.jpeg,0
4742,./data/spring/5370.jpeg,0
9634,./data/spring/5460.jpeg,0
18422,./data/autumn/2933.jpeg,2
26509,./data/winter/1183.jpeg,3
25300,./data/winter/4909.jpeg,3
21118,./data/autumn/2578.jpeg,2
2660,../fashiondata_tng/photos/301/3012817631-springfield-top-springfield-pants_400.jpg,0
2450,../fashiondata_tng/photos/416/4166990363-romwe-skirt-winners-top-call-it-spring-wedges_400.jpg,0
958,../fashiondata_tng/photos/484/4844739810-light-blue-gap-jeans-black-spring-wayfarer-ray-ban-sunglasses_400.jpg,0
3421,./data/spring/29.jpeg,0
16752,./data/summer/2702.jpeg,1
14939,./data/summer/1419.jpeg,1
20084,./data/autumn/3827.jpeg,2
27992,./data/winter/3098.jpeg,3
4143,./data/spring/2183.jpeg,0
6203,./data/spring/6018.jpeg,0
591,../fashiondata_tng/photos/107/10721276237-thrifted-blouse-thrifted-vest-summer-shoes-charles-keith-purse-diy-and_400.jpg,1
2948,../fashiondata_tng/photos/426/4261461171-light-blue-forever21-top-tan-forever21-skirt-black-spring-wedges_400.jpg,0
1216,../fashiondata_tng/photos/106/10657145701-chartreuse-shirt-black-patent-spring-shoes-black-pleated-h-m-skirt_400.jpg,0
5670,./data/spring/1527.jpeg,0
25194,./data/winter/5364.jpeg,3
27635,./data/winter/1261.jpeg,3
11513,./data/summer/1502.jpeg,1
20373,./data/autumn/1928.jpeg,2
21454,./data/autumn/3063.jpeg,2
8893,./data/spring/461.jpeg,0
21243,./data/autumn/3397.jpeg,2
21946,./data/autumn/4752.jpeg,2
15330,./data/summer/2961.jpeg,1
19437,./data/autumn/5514.jpeg,2
23030,./data/autumn/5960.jpeg,2
7611,./data/spring/540.jpeg,0
30021,./data/winter/1279.jpeg,3
18575,./data/autumn/2035.jpeg,2
14714,./data/summer/1291.jpeg,1
482,../fashiondata_tng/photos/817/8175802907-yellow-bershka-bag-yellow-spring-sandals-black-zara-top_400.jpg,0
12954,./data/summer/6354.jpeg,1
20399,./data/autumn/180.jpeg,2
19645,./data/autumn/5231.jpeg,2
17946,./data/autumn/1103.jpeg,2
27084,./data/winter/3900.jpeg,3
7948,./data/spring/5577.jpeg,0
19379,./data/autumn/2796.jpeg,2
21609,./data/autumn/3808.jpeg,2
17147,./data/summer/2637.jpeg,1
16251,./data/summer/2627.jpeg,1
18650,./data/autumn/4477.jpeg,2
2206,../fashiondata_tng/photos/403/4039226890-ardene-boots-old-navy-coat-call-it-spring-purse_400.jpg,0
11833,./data/summer/2080.jpeg,1
17156,./data/summer/1371.jpeg,1
6449,./data/spring/720.jpeg,0
27212,./data/winter/2918.jpeg,3
1792,../fashiondata_tng/photos/890/8907912197-black-lace-up-booties-spring-boots-black-polka-dot-joe-fresh-style-tights-bl_400.jpg,0
22521,./data/autumn/4861.jpeg,2
15232,./data/summer/2582.jpeg,1
31341,./data/winter/6248.jpeg,3
22060,./data/autumn/2694.jpeg,2
23298,./data/autumn/1871.jpeg,2
18386,./data/autumn/5867.jpeg,2
14011,./data/summer/3744.jpeg,1
11148,./data/summer/110.jpeg,1
2970,../fashiondata_tng/photos/540/5406520126-red-diy-dress-black-primark-blazer-dark-brown-springfield-bag_400.jpg,0
20252,./data/autumn/1908.jpeg,2
6595,./data/spring/5798.jpeg,0
12353,./data/summer/6793.jpeg,1
12751,./data/summer/2726.jpeg,1
2044,../fashiondata_tng/photos/111/11168542363-beige-thrifted-dress-tan-call-it-spring-heels-silver-ebay-hair-accessory_400.jpg,0
17834,./data/autumn/6389.jpeg,2
1659,../fashiondata_tng/photos/761/7611914678-wagw-dress-wagw-necklace-call-it-spring-pumps_400.jpg,0
9880,./data/spring/3762.jpeg,0
16911,./data/summer/2497.jpeg,1
4901,./data/spring/5067.jpeg,0
25160,./data/winter/594.jpeg,3
24931,./data/winter/507.jpeg,3
4498,./data/spring/5044.jpeg,0
15890,./data/summer/5177.jpeg,1
60,../fashiondata_tng/photos/101/10108717350-hot-pink-zara-dress-black-springfield-cardigan-black-primark-necklace_400.jpg,0
12179,./data/summer/5318.jpeg,1
29861,./data/winter/4391.jpeg,3
12155,./data/summer/1026.jpeg,1
16974,./data/summer/5113.jpeg,1
28596,./data/winter/479.jpeg,3
25506,./data/winter/6632.jpeg,3
1897,../fashiondata_tng/photos/428/4285430022-amethyst-gold-dot-bag-nude-call-it-spring-heels-navy-sabrina-suit_400.jpg,0
19071,./data/autumn/176.jpeg,2
10133,./data/spring/3570.jpeg,0
21768,./data/autumn/4728.jpeg,2
15182,./data/summer/1230.jpeg,1
10303,./data/spring/823.jpeg,0
8672,./data/spring/1959.jpeg,0
11067,./data/summer/3383.jpeg,1
6204,./data/spring/180.jpeg,0
31083,./data/winter/3948.jpeg,3
14008,./data/summer/4231.jpeg,1
15083,./data/summer/6941.jpeg,1
398,../fashiondata_tng/photos/900/9007015050-light-brown-winter-uggs-boots-blue-distressed-jcrew-jeans_400.jpg,3
7880,./data/spring/3318.jpeg,0
27095,./data/winter/2839.jpeg,3
3034,../fashiondata_tng/photos/112/11208735985-black-booties-call-it-spring-boots-white-skinny-jeans-old-navy-jeans_400.jpg,0
18494,./data/autumn/1038.jpeg,2
31321,./data/winter/6766.jpeg,3
15956,./data/summer/3732.jpeg,1
5257,./data/spring/967.jpeg,0
2030,../fashiondata_tng/photos/111/11178370138-purple-winter-kate-jacket-blue-currentelliot-jeans-white-h-m-t-shirt-black_400.jpg,3
12772,./data/summer/2583.jpeg,1
9997,./data/spring/3224.jpeg,0
17807,./data/autumn/6562.jpeg,2
27994,./data/winter/6902.jpeg,3
3242,../fashiondata_tng/photos/108/10837373314-spring-boots-f21-jeans-aerie-sweater-joe-fresh-shirt-prada-bag_400.jpg,0
8632,./data/spring/6984.jpeg,0
25903,./data/winter/4738.jpeg,3
1212,../fashiondata_tng/photos/106/10615749074-black-winter-coat-patagonia-jacket-bug-eye-thrifted-sunglasses_400.jpg,3
9128,./data/spring/1037.jpeg,0
1999,../fashiondata_tng/photos/421/4214987119-winter-white-h-m-sweater-animal-print-target-scarf_400.jpg,3
16889,./data/summer/3406.jpeg,1
13840,./data/summer/771.jpeg,1
10258,./data/spring/832.jpeg,0
23308,./data/autumn/4615.jpeg,2
22032,./data/autumn/667.jpeg,2
7759,./data/spring/4621.jpeg,0
17812,./data/autumn/6856.jpeg,2
12977,./data/summer/722.jpeg,1
1672,../fashiondata_tng/photos/151/1510333439-winter-print-terranova-tights-white-terranova-hat_400.jpg,3
16370,./data/summer/1486.jpeg,1
13011,./data/summer/5977.jpeg,1
28367,./data/winter/4997.jpeg,3
11083,./data/summer/3372.jpeg,1
15361,./data/summer/5897.jpeg,1
22668,./data/autumn/6236.jpeg,2
15244,./data/summer/4651.jpeg,1
10715,./data/summer/6449.jpeg,1
29867,./data/winter/6529.jpeg,3
30953,./data/winter/3918.jpeg,3
19514,./data/autumn/1275.jpeg,2
228,../fashiondata_tng/photos/327/3274272040-blue-zara-jacket-white-zara-jeans-white-springfield-t-shirt-black-blanco-h_400.jpg,0
15664,./data/summer/5788.jpeg,1
10481,./data/summer/290.jpeg,1
16701,./data/summer/5634.jpeg,1
16978,./data/summer/4218.jpeg,1
5202,./data/spring/4073.jpeg,0
7566,./data/spring/4984.jpeg,0
895,../fashiondata_tng/photos/347/3473915088-promod-leggings-thrifted-shirt-summer-shoes-longchamp-purse_400.jpg,1
29665,./data/winter/6369.jpeg,3
10565,./data/summer/855.jpeg,1
14260,./data/summer/3550.jpeg,1
19679,./data/autumn/2195.jpeg,2
22902,./data/autumn/4890.jpeg,2
30509,./data/winter/1425.jpeg,3
19211,./data/autumn/4180.jpeg,2
20889,./data/autumn/4049.jpeg,2
35,../fashiondata_tng/photos/692/6929700887-blue-zara-jacket-white-zara-jeans-white-springfield-t-shirt-black-blanco-h_400.jpg,0
30961,./data/winter/3673.jpeg,3
26243,./data/winter/350.jpeg,3
9147,./data/spring/4093.jpeg,0
11607,./data/summer/5044.jpeg,1
31631,./data/winter/1536.jpeg,3
24649,./data/winter/2154.jpeg,3
29493,./data/winter/6356.jpeg,3
28202,./data/winter/2619.jpeg,3
25942,./data/winter/2085.jpeg,3
28830,./data/winter/3624.jpeg,3
27000,./data/winter/1593.jpeg,3
28098,./data/winter/3024.jpeg,3
23560,./data/autumn/2738.jpeg,2
420,../fashiondata_tng/photos/871/8713177163-floral-print-call-it-spring-leggings-turtleneck-banana-republic-top_400.jpg,0
26051,./data/winter/5621.jpeg,3
31145,./data/winter/2853.jpeg,3
31650,./data/winter/3217.jpeg,3
28277,./data/winter/1439.jpeg,3
2131,../fashiondata_tng/photos/556/5568375885-cotton-american-eagle-dress-summer-nordstrom-wedges_400.jpg,1
2528,../fashiondata_tng/photos/224/2241890951-yellow-blanco-shirt-orange-primark-bag-pink-springfield-accessories-brown-_400.jpg,0
25346,./data/winter/3295.jpeg,3
15803,./data/summer/1158.jpeg,1
29014,./data/winter/2418.jpeg,3
19699,./data/autumn/391.jpeg,2
27814,./data/winter/4877.jpeg,3
31166,./data/winter/109.jpeg,3
8642,./data/spring/54.jpeg,0
12928,./data/summer/4841.jpeg,1
20881,./data/autumn/5783.jpeg,2
12613,./data/summer/790.jpeg,1
18982,./data/autumn/2941.jpeg,2
4205,./data/spring/5774.jpeg,0
25634,./data/winter/6204.jpeg,3
15440,./data/summer/5442.jpeg,1
13604,./data/summer/575.jpeg,1
25681,./data/winter/4435.jpeg,3
18062,./data/autumn/731.jpeg,2
19597,./data/autumn/6986.jpeg,2
15345,./data/summer/6709.jpeg,1
25432,./data/winter/4572.jpeg,3
14474,./data/summer/6085.jpeg,1
10645,./data/summer/4766.jpeg,1
26398,./data/winter/4091.jpeg,3
2233,../fashiondata_tng/photos/138/1387880164-beige-clothes-for-the-goddess-dress-brown-satchel-call-it-spring-bag_400.jpg,0
25670,./data/winter/2703.jpeg,3
22442,./data/autumn/5226.jpeg,2
16602,./data/summer/3384.jpeg,1
9975,./data/spring/1635.jpeg,0
15037,./data/summer/556.jpeg,1
20935,./data/autumn/6074.jpeg,2
9448,./data/spring/2914.jpeg,0
12461,./data/summer/4462.jpeg,1
2764,../fashiondata_tng/photos/221/2215601527-paruno-boots-dr-denim-jeans-springfield-shirt_400.jpg,0
21133,./data/autumn/5437.jpeg,2
31366,./data/winter/3320.jpeg,3
1007,../fashiondata_tng/photos/658/6584501511-call-it-spring-boots-bebe-jacket-call-it-spring-purse-forever-21-shorts_400.jpg,0
1686,../fashiondata_tng/photos/730/7300250022-bebe-jeans-winners-shirt-call-it-spring-clutch-purse-nine-west-pumps_400.jpg,0
16894,./data/summer/2068.jpeg,1
4593,./data/spring/4496.jpeg,0
20039,./data/autumn/1805.jpeg,2
10624,./data/summer/3629.jpeg,1
13450,./data/summer/3566.jpeg,1
23318,./data/autumn/6826.jpeg,2
29321,./data/winter/4365.jpeg,3
2082,../fashiondata_tng/photos/977/9778905091-black-call-it-spring-shoes-forever-21-skirt-black-topshop-top_400.jpg,0
25461,./data/winter/4413.jpeg,3
26387,./data/winter/5862.jpeg,3
3767,./data/spring/573.jpeg,0
30346,./data/winter/6163.jpeg,3
13858,./data/summer/2563.jpeg,1
23130,./data/autumn/6521.jpeg,2
15784,./data/summer/6377.jpeg,1
18942,./data/autumn/1190.jpeg,2
28928,./data/winter/6688.jpeg,3
7486,./data/spring/4152.jpeg,0
17517,./data/autumn/5232.jpeg,2
7850,./data/spring/6494.jpeg,0
12085,./data/summer/1588.jpeg,1
17873,./data/autumn/4074.jpeg,2
14869,./data/summer/362.jpeg,1
21042,./data/autumn/3125.jpeg,2
23774,./data/autumn/641.jpeg,2
2744,../fashiondata_tng/photos/337/3379186253-navy-fall-boots-zara-boots-white-h-m-dress-black-guess-jacket_400.jpg,2
27976,./data/winter/6223.jpeg,3
17648,./data/autumn/3625.jpeg,2
30185,./data/winter/5624.jpeg,3
11085,./data/summer/36.jpeg,1
7808,./data/spring/502.jpeg,0
25904,./data/winter/4646.jpeg,3
460,../fashiondata_tng/photos/295/2959336735-winter-kate-jacket-siwy-jeans-office-boots_400.jpg,3
8690,./data/spring/1095.jpeg,0
1368,../fashiondata_tng/photos/208/2082063381-hue-leggings-forever-21-blazer-call-it-spring-purse-local-store-top_400.jpg,0
16367,./data/summer/2516.jpeg,1
24777,./data/winter/2510.jpeg,3
25582,./data/winter/2187.jpeg,3
8489,./data/spring/6520.jpeg,0
3380,./data/spring/1714.jpeg,0
17863,./data/autumn/3524.jpeg,2
24194,./data/autumn/3068.jpeg,2
23539,./data/autumn/6904.jpeg,2
29227,./data/winter/6175.jpeg,3
20981,./data/autumn/5938.jpeg,2
14289,./data/summer/5579.jpeg,1
6604,./data/spring/4197.jpeg,0
11414,./data/summer/3927.jpeg,1
29422,./data/winter/357.jpeg,3
11523,./data/summer/1757.jpeg,1
2199,../fashiondata_tng/photos/268/2684603387-red-it-is-summer-cardigan_400.jpg,1
1621,../fashiondata_tng/photos/708/7084419274-marshalls-shoes-call-it-spring-bag-winners-skirt-winners-top_400.jpg,0
25141,./data/winter/4892.jpeg,3
186,../fashiondata_tng/photos/300/3009855042-navy-spring-boots-gray-zebra-chinese-laundry-tights-white-nevada-top-navy-_400.jpg,0
6995,./data/spring/6129.jpeg,0
31263,./data/winter/6383.jpeg,3
11724,./data/summer/3688.jpeg,1
11355,./data/summer/196.jpeg,1
28588,./data/winter/6158.jpeg,3
23232,./data/autumn/3756.jpeg,2
24737,./data/winter/3166.jpeg,3
4812,./data/spring/1517.jpeg,0
26918,./data/winter/2929.jpeg,3
1498,../fashiondata_tng/photos/249/2491473317-brown-faux-fur-vintage-coat-gray-over-the-knee-spring-socks-black-spring-hee_400.jpg,0
18813,./data/autumn/4638.jpeg,2
