img_name,season
../fashiondata_tng/photos/692/6929700887-blue-zara-jacket-white-zara-jeans-white-springfield-t-shirt-black-blanco-h_400.jpg,spring
../fashiondata_tng/photos/692/6925006072-carrot-orange-maurices-blazer-white-spring-shoes-pumps_400.jpg,spring
../fashiondata_tng/photos/513/5139453743-amethyst-velvet-winter-kate-jacket_400.jpg,winter
../fashiondata_tng/photos/513/5130274358-coral-sea-shells-glam-chameleon-jewelry-necklace-summer-dress-la-redoute-dress_400.jpg,summer
../fashiondata_tng/photos/857/8578005974-springfield-jeans-gas-jacket-zara-sweater_400.jpg,spring
../fashiondata_tng/photos/857/8577531387-black-call-it-spring-shoes-white-shirt-black-bag-black-skirt_400.jpg,spring
../fashiondata_tng/photos/857/8575059848-navy-summer-random-brand-dress-white-white-vintage-cardigan_400.jpg,summer
../fashiondata_tng/photos/857/8573723240-tan-camel-wool-fall-oasap-coat-black-spiked-oasap-socks_400.jpg,autumn
../fashiondata_tng/photos/857/8575438278-black-call-it-spring-boots-dark-khaki-coat-light-blue-sweatshirt_400.jpg,spring
../fashiondata_tng/photos/101/10149171956-green-blazer-brown-springs-shoes-black-urban-outfitters-jeans_400.jpg,spring
../fashiondata_tng/photos/101/10162005160-black-lace-up-booties-spring-shoes-nude-striped-h-m-dress-silver-faux-leathe_400.jpg,spring
../fashiondata_tng/photos/101/10164499671-sheinside-dress-springfield-sandals_400.jpg,spring
../fashiondata_tng/photos/101/10118156478-navy-springfield-dress-blue-stradivarius-jacket-red-blanco-bag_400.jpg,spring
../fashiondata_tng/photos/101/10122014471-dark-brown-lace-up-booties-spring-boots-blue-vintage-dress-black-vintage-hat_400.jpg,spring
../fashiondata_tng/photos/101/10131319413-waterfall-blazer_400.jpg,autumn
../fashiondata_tng/photos/101/10181059968-guess-by-marciano-dress-local-store-clutch-purse-call-it-spring-heels_400.jpg,spring
../fashiondata_tng/photos/101/10159475543-black-plains-prints-blazer-black-vintage-top-black-2-pants-black-summers_400.jpg,summer
../fashiondata_tng/photos/101/10148876473-brown-flat-boots-sacha-boots-light-purple-gold-details-springfield-dress_400.jpg,spring
../fashiondata_tng/photos/101/10103022831-fall-blazer-tibi-boots-j-brand-jeans-baffulo-jacket-kate-spade-bag_400.jpg,autumn
../fashiondata_tng/photos/101/10148588481-dark-brown-dress-hot-pink-tights-forever-21-flats-falling-whistles-necklac_400.jpg,autumn
../fashiondata_tng/photos/101/10132832992-neon-spring-shoes-pumps-aviators-h-m-sunglasses-denim-limite-skirt_400.jpg,spring
../fashiondata_tng/photos/101/10138118080-army-green-cargo-j-crew-coat-ruby-red-knit-pompom-fall-code-hat_400.jpg,autumn
../fashiondata_tng/photos/101/10122536950-black-call-it-spring-boots-red-checkered-old-navy-shirt_400.jpg,spring
../fashiondata_tng/photos/101/10172397435-teal-topman-shirt-heather-gray-club-monaco-shirt-black-call-it-spring-boots_400.jpg,spring
../fashiondata_tng/photos/101/10189484919-black-summer-zara-dress-beige-straw-h-m-hat-black-wedges-finsk-wedges_400.jpg,summer
../fashiondata_tng/photos/101/10108717350-hot-pink-zara-dress-black-springfield-cardigan-black-primark-necklace_400.jpg,spring
../fashiondata_tng/photos/101/10186202996-lime-green-forever-21-top-black-summersault-wedges_400.jpg,summer
../fashiondata_tng/photos/101/10162090129-white-oasap-sweater-red-heelscom-sandals-black-queenhorsfall-closet-skirt_400.jpg,autumn
../fashiondata_tng/photos/101/10190731454-shift-old-navy-dress-red-tribal-coat-open-toe-spring-heels_400.jpg,spring
../fashiondata_tng/photos/101/10118613438-kawaii-top-custom-made-pants-summersault-wedges_400.jpg,summer
../fashiondata_tng/photos/101/10151363581-navy-alma-leather-louis-vuitton-bag-blue-spring-denim-random-shorts_400.jpg,spring
../fashiondata_tng/photos/101/10106792341-summer-gucci-boots-h-m-jacket-dkny-bag-mango-shorts-h-m-top_400.jpg,summer
../fashiondata_tng/photos/101/10173387788-black-aldo-boots-light-blue-winter-coat-lands-end-coat_400.jpg,winter
../fashiondata_tng/photos/101/10169837946-navy-oxford-shoes-shoes-periwinkle-springfield-sweater-red-diy-jacket-blazer_400.jpg,spring
../fashiondata_tng/photos/101/10136488679-zara-shirt-coach-bag-oakfort-pants-call-it-spring-flats_400.jpg,spring
../fashiondata_tng/photos/101/10129511674-heather-gray-springfield-shirt-dark-gray-forever-21-hoodie_400.jpg,spring
../fashiondata_tng/photos/101/10181541645-black-call-it-spring-shoes-violet-gap-dress-light-pink-vintage-sweater_400.jpg,spring
../fashiondata_tng/photos/101/10170485078-green-winter-delias-coat-brown-leopard-print-target-boots_400.jpg,winter
../fashiondata_tng/photos/101/10114747443-dark-brown-bowling-twin-falls-leather-bag-black-daisy-sundress-vintage-dress_400.jpg,autumn
../fashiondata_tng/photos/101/10169046660-light-brown-lace-up-call-it-spring-boots-hot-pink-crochet-lhasa-dress_400.jpg,spring
../fashiondata_tng/photos/101/10140662967-call-it-spring-boots-forever-21-jacket-forever-21-shirt-gifted-bag_400.jpg,spring
../fashiondata_tng/photos/101/10151911805-deep-purple-fall-stop-staring-dress-black-silk-vintage-scarf_400.jpg,autumn
../fashiondata_tng/photos/101/10180961273-yellow-glitterati-dress-black-summersault-shoes-black-trunshow-accessories_400.jpg,summer
../fashiondata_tng/photos/101/10148018782-forever-21-shirt-call-it-spring-clutch-purse-forever-21-peplum-skirt_400.jpg,spring
../fashiondata_tng/photos/101/10129547367-black-h-m-blazer-black-h-m-pants-h-m-blouse-beige-spring-shoes-le-chatea_400.jpg,spring
../fashiondata_tng/photos/101/10141313506-tan-primark-boots-periwinkle-waterfall-dress_400.jpg,autumn
../fashiondata_tng/photos/101/10176158937-black-call-it-spring-boots-black-ebay-hat-red-homemade-skirt_400.jpg,spring
../fashiondata_tng/photos/101/10194937669-winter-kate-cardigan-mink-pink-bra-american-apparel-panties-dolce-vita-clo_400.jpg,winter
../fashiondata_tng/photos/101/10173578240-beige-spring-clifton-sweater-mustard-h-m-belt-camel-shoes_400.jpg,spring
../fashiondata_tng/photos/101/10153154235-mustard-zara-shoes-camel-springfield-bag_400.jpg,spring
../fashiondata_tng/photos/101/10156178249-navy-freefall-lace-others-follow-dress-black-charlotte-russe-hat_400.jpg,autumn
../fashiondata_tng/photos/101/10123478857-black-spring-boots-beige-forever-21-sweater_400.jpg,spring
../fashiondata_tng/photos/101/10171512833-blue-denim-springfield-skirt-red-polka-dots-primark-t-shirt_400.jpg,spring
../fashiondata_tng/photos/101/10102618081-spring-shoes-blue-notes-jeans-h-m-shirt-fair-weather-cardigan_400.jpg,spring
../fashiondata_tng/photos/101/10128067569-black-polka-dot-oasap-coat-dark-green-winter-pollypop-sweater_400.jpg,winter
../fashiondata_tng/photos/425/4251009135-brown-dress-white-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/425/4259713502-zara-coat-converse-sneakers-springfield-t-shirt-zara-necklace_400.jpg,spring
../fashiondata_tng/photos/425/4251008827-amazon-lace-dress-call-it-spring-purse-forever-21-pumps_400.jpg,spring
../fashiondata_tng/photos/425/4252325101-black-lace-up-booties-spring-boots-cream-beret-vintage-hat-periwinkle-gap-sh_400.jpg,spring
../fashiondata_tng/photos/425/4257459569-ruby-red-spring-step-boots-deep-purple-jolt-coat_400.jpg,spring
../fashiondata_tng/photos/133/1336124319-stone-creek-boots-springfield-bag-stradivarius-shorts-reserved-cardigan_400.jpg,spring
../fashiondata_tng/photos/250/2501651748-fairweather-skirt-spring-heels_400.jpg,spring
../fashiondata_tng/photos/250/2509715863-call-it-spring-bag-primadonna-heels-people-are-people-skirt_400.jpg,spring
../fashiondata_tng/photos/260/2609214044-blue-h-m-blazer-tawny-satchel-call-it-spring-bag_400.jpg,spring
../fashiondata_tng/photos/311/3112244345-black-forever-21-bag-heather-gray-slip-on-call-it-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/311/3112695575-winners-dress-call-it-spring-sandals-freedom-gen-necklace_400.jpg,spring
../fashiondata_tng/photos/311/3116055662-springfield-shoes-zara-bag-zara-shorts-h-m-jumper_400.jpg,spring
../fashiondata_tng/photos/639/6395451679-tempstation-jacket-tempstation-dress-thrifted-tights-summersault-shoes_400.jpg,summer
../fashiondata_tng/photos/639/6396995368-mango-bag-h-m-skirt-mango-top-springfield-flats_400.jpg,spring
../fashiondata_tng/photos/639/6393740671-springfield-jeans-zara-shirt_400.jpg,spring
../fashiondata_tng/photos/419/4192006486-forever-21-dress-call-it-spring-boots-forever-21-jacket-chanel-purse_400.jpg,spring
../fashiondata_tng/photos/419/4196146471-blue-h-m-jeans-gray-shoes-silver-springfield-jacket_400.jpg,spring
../fashiondata_tng/photos/419/4192763613-nude-peep-call-it-spring-pumps_400.jpg,spring
../fashiondata_tng/photos/589/5893315816-black-over-the-knee-call-it-spring-boots-crimson-baseball-forever-21-jacket_400.jpg,spring
../fashiondata_tng/photos/589/5898777901-blue-mango-dress-black-suede-call-it-spring-heels-black-forever-21-bracelet_400.jpg,spring
../fashiondata_tng/photos/589/5892135227-aquamarine-tfnc-london-dress-silver-zara-bag-camel-call-it-spring-heels_400.jpg,spring
../fashiondata_tng/photos/589/5891712020-black-winter-boots-skopunkten-boots-nude-straw-hat-beach-shop-hat-sky-blue-s_400.jpg,winter
../fashiondata_tng/photos/589/5894665749-black-lace-up-booties-spring-boots-maroon-beret-bizou-hat-white-thrifted-shi_400.jpg,spring
../fashiondata_tng/photos/736/7361440669-deep-purple-waterfall-wool-self-made-jacket_400.jpg,autumn
../fashiondata_tng/photos/736/7365292079-call-it-spring-boots-call-it-spring-clutch-purse-hue-diy-bleached-pants_400.jpg,spring
../fashiondata_tng/photos/736/7368542749-billabong-dress-colab-purse-icing-sunglasses-call-it-spring-sandals_400.jpg,spring
../fashiondata_tng/photos/736/7360236496-carrot-orange-cut-out-summer-the-mint-julep-boutique-dress_400.jpg,summer
../fashiondata_tng/photos/736/7364262086-autumn-cashmere-sweater_400.jpg,autumn
../fashiondata_tng/photos/567/5676080565-walmart-shirt-jcpenney-purse-h-m-skirt-call-it-spring-heels_400.jpg,spring
../fashiondata_tng/photos/567/5671904230-camel-american-apparel-socks-gold-fallon-necklace_400.jpg,autumn
../fashiondata_tng/photos/567/5670601059-diy-boots-springfield-jeans-lefties-sweatshirt_400.jpg,spring
../fashiondata_tng/photos/663/6638709435-black-call-it-spring-boots_400.jpg,spring
../fashiondata_tng/photos/663/6631062043-black-spring-shoes-boots-white-joe-fresh-style-blouse-green-urban-behavior-s_400.jpg,spring
../fashiondata_tng/photos/705/7055824219-teal-dep-store-dress-black-two-toned-topshop-tights-black-wooden-summer-saul_400.jpg,summer
../fashiondata_tng/photos/705/7057565567-dark-brown-chunky-call-it-spring-wedges-magenta-love-culture-dress_400.jpg,spring
../fashiondata_tng/photos/705/7059112358-for-winter-even-odd-boots-men-department-h-m-hat_400.jpg,winter
../fashiondata_tng/photos/705/7057898126-black-call-it-spring-boots-navy-levis-jeans-navy-club-monaco-sweater_400.jpg,spring
../fashiondata_tng/photos/262/2625075098-camel-leopard-print-spring-clifton-dress-black-h-m-blazer-black-rosary-aso_400.jpg,spring
../fashiondata_tng/photos/262/2629811070-purple-summer-h-m-shirt-black-fringed-primark-bag_400.jpg,summer
../fashiondata_tng/photos/262/2622501749-joe-fresh-style-cardigan-shirt-spring-shoes-shoes-skirt-payless-tights_400.jpg,spring
../fashiondata_tng/photos/262/2627582788-black-call-it-spring-boots-navy-joe-fresh-sweater-aquamarine-ebay-skirt_400.jpg,spring
../fashiondata_tng/photos/262/2624927835-brown-thrifted-top-gray-forever-21-top-blue-forever-21-jeans-black-spring-_400.jpg,spring
../fashiondata_tng/photos/926/9265139316-black-boots-crimson-floral-details-springfield-dress_400.jpg,spring
../fashiondata_tng/photos/926/9265646040-ivory-h-m-dress-beige-call-it-spring-wedges_400.jpg,spring
../fashiondata_tng/photos/926/9269770056-black-winter-boots-skopunkten-boots-nude-straw-hat-beach-shop-hat-sky-blue-s_400.jpg,winter
../fashiondata_tng/photos/471/4710350280-autumn-ripple-accessories-asos-shoes-asos-jeans-su-estilo-top_400.jpg,autumn
../fashiondata_tng/photos/996/9961809771-dark-brown-heeled-call-it-spring-boots-brick-red-velvet-vintage-1940s-dress_400.jpg,spring
../fashiondata_tng/photos/996/9962517238-black-panama-forever-21-hat-heather-gray-summer-forever-21-sweater_400.jpg,summer
../fashiondata_tng/photos/996/9963799075-ivory-summer-ally-dress-yellow-batik-indonesia-local-market-bag_400.jpg,summer
../fashiondata_tng/photos/314/3142626609-bucket-zara-bag-colorblock-brash-sandals-waterfall-forever-21-skirt_400.jpg,autumn
../fashiondata_tng/photos/314/3146272604-wagw-top-wagw-skirt-call-it-spring-heels_400.jpg,spring
../fashiondata_tng/photos/314/3141389264-black-american-apparel-pants-h-m-top-h-m-necklace-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/252/2528073531-black-autumn-cashmere-dress-black-michael-kors-boots-gold-michael-kors-watch_400.jpg,autumn
../fashiondata_tng/photos/252/2523184639-call-it-spring-boots-h-m-jacket-h-m-bag-forever-21-top-h-m-necklace_400.jpg,spring
../fashiondata_tng/photos/252/2523730424-white-calvin-klein-sweater-chartreuse-queenhorsfall-closet-shorts_400.jpg,autumn
../fashiondata_tng/photos/252/2525100204-call-it-spring-boots-h-m-coat-simons-hat-h-m-scarf-h-m-purse_400.jpg,spring
../fashiondata_tng/photos/643/6434180798-spring-dresses-comme-ca-dress_400.jpg,spring
../fashiondata_tng/photos/643/6434647161-mustard-mini-summer-shopnefertiti-dress-black-snapback-summer-dignitycloth-hat_400.jpg,summer
../fashiondata_tng/photos/511/5110970123-black-old-navy-top-brown-forever21-skirt-black-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/908/9086805178-white-oasap-sweater-red-heelscom-sandals-black-queenhorsfall-closet-skirt_400.jpg,autumn
../fashiondata_tng/photos/908/9080962602-suede-vintage-heels-fall-floral-vintage-dress-fur-and-leather-vintage-jacket_400.jpg,autumn
../fashiondata_tng/photos/445/4453438173-black-call-it-spring-boots-jeans-vintage-jacket_400.jpg,spring
../fashiondata_tng/photos/445/4455955466-ardene-boots-old-navy-coat-call-it-spring-purse_400.jpg,spring
../fashiondata_tng/photos/445/4452882761-billabong-dress-colab-purse-icing-sunglasses-call-it-spring-sandals_400.jpg,spring
../fashiondata_tng/photos/445/4459156664-black-forever-21-bag-heather-gray-slip-on-call-it-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/393/3936521966-sea-port-summer-dress-hat-allie-bag-pumps-spring-fling-necklace_400.jpg,spring
../fashiondata_tng/photos/393/3931427953-black-lace-up-booties-spring-boots-cream-beret-vintage-hat-periwinkle-gap-sh_400.jpg,spring
../fashiondata_tng/photos/460/4608852784-black-giuseppe-zanotti-boots-gray-autumn-cashmere-dress-black-opaque-full-ex_400.jpg,autumn
../fashiondata_tng/photos/738/7388951165-blue-boyfriend-jeans-forever-21-jeans-red-call-it-spring-bag_400.jpg,spring
../fashiondata_tng/photos/738/7385391922-green-summer-is-here-shirt_400.jpg,summer
../fashiondata_tng/photos/738/7380495154-ruby-red-summer-roxana-simon-dress-black-amelie-heels-silver-random-accessor_400.jpg,summer
../fashiondata_tng/photos/738/7386747996-black-chevron-winter-lennon-dress-eggshell-zara-bag-hot-pink-h-m-heels_400.jpg,winter
../fashiondata_tng/photos/914/9147864015-beige-winners-sweater-purple-h-m-dress-gray-ardenes-leggings-gray-spring-b_400.jpg,spring
../fashiondata_tng/photos/914/9140566829-black-knee-high-call-it-spring-boots-white-turtleneck-bcbg-max-azria-sweater_400.jpg,spring
../fashiondata_tng/photos/914/9147284664-black-call-it-spring-boots-black-forever21-shirt_400.jpg,spring
../fashiondata_tng/photos/914/9146028690-green-spring-knit-stripe-tie_400.jpg,spring
../fashiondata_tng/photos/914/9141309247-call-it-spring-boots-h-m-jeans-second-hand-shirt-stitches-t-shirt_400.jpg,spring
../fashiondata_tng/photos/970/9701588001-charcoal-gray-spring-shoes-boots-beige-zara-coat-tawny-forever21-jeans_400.jpg,spring
../fashiondata_tng/photos/970/9707097476-black-autumn-cashmere-dress-black-michael-kors-boots-gold-michael-kors-watch_400.jpg,autumn
../fashiondata_tng/photos/970/9709894270-call-it-spring-boots-h-m-jacket-h-m-bag-forever-21-top-h-m-necklace_400.jpg,spring
../fashiondata_tng/photos/474/4746914842-brick-red-spring-step-boots-neutral-jennifer-lopez-jacket_400.jpg,spring
../fashiondata_tng/photos/474/4744301354-red-primark-skirt-white-springfield-blouse-black-calzedonia-pants_400.jpg,spring
../fashiondata_tng/photos/474/4741096226-black-american-apparel-shorts-yellow-spring-shoes-blue-aldo-accessories-pu_400.jpg,spring
../fashiondata_tng/photos/474/4740021902-beige-summer-gap-dress-chartreuse-floral-print-gap-bag_400.jpg,summer
../fashiondata_tng/photos/582/5822291692-vans-shoes-top-aeropostale-belt-aeropostale-skirt-falling-whistles-neckl_400.jpg,autumn
../fashiondata_tng/photos/582/5820227717-print-sporty-forever21-shorts-autumn-ash-boots_400.jpg,autumn
../fashiondata_tng/photos/582/5822258544-zara-boots-h-m-hat-springfield-cardigan_400.jpg,spring
../fashiondata_tng/photos/269/2696906146-black-jeans-h-m-jeans-summer-hat-the-bay-hat_400.jpg,summer
../fashiondata_tng/photos/269/2692258605-brown-spring-boots-carrot-orange-jcrew-sweater-navy-gap-pants_400.jpg,spring
../fashiondata_tng/photos/269/2699867244-summersault-dress-black-rustans-shoes_400.jpg,summer
../fashiondata_tng/photos/269/2695329976-call-it-spring-boots-h-m-jacket-h-m-bag-forever-21-top-h-m-necklace_400.jpg,spring
../fashiondata_tng/photos/269/2695147906-bubble-gum-summersault-skirt-white-floral-hang-ten-top_400.jpg,summer
../fashiondata_tng/photos/269/2692086094-black-summer-h-m-hat-nude-long-vero-moda-shirt-sky-blue-studded-diy-shorts_400.jpg,summer
../fashiondata_tng/photos/300/3009922637-blue-7-for-all-mankind-jeans-navy-top-spring-work-zara-blazer_400.jpg,spring
../fashiondata_tng/photos/300/3005236854-white-call-it-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/300/3006009872-winners-dress-call-it-spring-sandals-freedom-gen-necklace_400.jpg,spring
../fashiondata_tng/photos/300/3009855042-navy-spring-boots-gray-zebra-chinese-laundry-tights-white-nevada-top-navy-_400.jpg,spring
../fashiondata_tng/photos/300/3000539071-white-mood-closet-dress-red-miu-miu-bag-white-winter-shoes-zara-heels_400.jpg,winter
../fashiondata_tng/photos/300/3002344877-beige-sm-department-store-blouse-black-cotton-on-skirt-black-summersault-sho_400.jpg,summer
../fashiondata_tng/photos/300/3003421005-walmart-shirt-jcpenney-purse-h-m-skirt-call-it-spring-heels_400.jpg,spring
../fashiondata_tng/photos/928/9284392196-tan-h-m-dress-tan-sarah-summer-wedges_400.jpg,summer
../fashiondata_tng/photos/928/9285588334-tawny-scalloped-springfield-bag-black-h-m-sunglasses_400.jpg,spring
../fashiondata_tng/photos/928/9287509100-heather-gray-knee-high-boots-spring-boots-turquoise-blue-h-m-blazer_400.jpg,spring
../fashiondata_tng/photos/928/9286900887-camel-winter-ugg-boots-gold-metallic-shrug-forever-21-cardigan-beige-cargo-c_400.jpg,winter
../fashiondata_tng/photos/383/3834619535-heather-gray-springfield-shirt-dark-gray-forever-21-hoodie_400.jpg,spring
../fashiondata_tng/photos/801/8015120743-black-spring-boots-forest-green-thrifted-sweater_400.jpg,spring
../fashiondata_tng/photos/680/6807950942-white-h-m-t-shirt-gray-h-m-skirt-camden-vintage-bag-black-springfield-shoe_400.jpg,spring
../fashiondata_tng/photos/680/6803620550-vintage-sweater-call-it-spring-bag-vintage-pants_400.jpg,spring
../fashiondata_tng/photos/680/6804945840-black-forever-21-hat-studded-glitterati-shorts-black-call-it-spring-wedges-_400.jpg,spring
../fashiondata_tng/photos/680/6806616534-black-waterfall-torrid-jacket-blue-color-block-faith21plus-skirt-turquoise-b_400.jpg,autumn
../fashiondata_tng/photos/798/7986185031-neutral-call-it-spring-bag-nude-primadonna-heels-ivory-forever-21-top_400.jpg,spring
../fashiondata_tng/photos/798/7985533561-tan-vintage-dress-light-purple-walmart-leggings-black-spring-socks-ivory-u_400.jpg,spring
../fashiondata_tng/photos/798/7983148083-spring-wedges-stella-dot-necklace-animal-print-forever21-romper_400.jpg,spring
../fashiondata_tng/photos/798/7980995697-suede-vintage-heels-fall-floral-vintage-dress-fur-and-leather-vintage-jacket_400.jpg,autumn
../fashiondata_tng/photos/785/7853086652-eggshell-forever-21-shirt-black-call-it-spring-bag-black-romwe-skirt_400.jpg,spring
../fashiondata_tng/photos/785/7856371209-black-vintage-adidas-shirt-black-call-it-spring-wedges_400.jpg,spring
../fashiondata_tng/photos/568/5683766290-black-outdoor-winter-boots-dark-brown-parka-zooc-coat-hat-black-nkd-tights_400.jpg,winter
../fashiondata_tng/photos/568/5689831014-white-winter-white-mango-coat-black-fringe-polyvore-bag_400.jpg,winter
../fashiondata_tng/photos/568/5684691981-h-m-bag-shirt-from-japan-skirt-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/568/5685098649-qed-london-shorts-brown-oxfords-call-it-spring-shoes-bowler-hat-h-m-hat_400.jpg,spring
../fashiondata_tng/photos/568/5687678411-black-spring-boots-navy-sisters-dress-black-forever-21-leggings-silver-ant_400.jpg,spring
../fashiondata_tng/photos/746/7468913962-yellow-call-it-spring-bag-dark-brown-wagw-shorts-dark-brown-wagw-top_400.jpg,spring
../fashiondata_tng/photos/746/7466233169-call-it-spring-boots-suzy-shier-blazer-call-it-spring-bag_400.jpg,spring
../fashiondata_tng/photos/746/7466141967-white-mango-jeans-forever-21-bag-black-call-it-spring-heels_400.jpg,spring
../fashiondata_tng/photos/774/7749266974-black-combat-buckle-gojane-boots-black-winter-american-apparel-leggings-blac_400.jpg,winter
../fashiondata_tng/photos/774/7744345971-green-topshop-shirt-black-springfield-shoes-black-primark-purse_400.jpg,spring
../fashiondata_tng/photos/688/6889726162-gold-sequined-h-m-skirt-black-summersault-wedges_400.jpg,summer
../fashiondata_tng/photos/688/6880965449-camel-springfield-bag-tawny-mango-sandals_400.jpg,spring
../fashiondata_tng/photos/688/6889843431-light-yellow-chiffon-winter-kate-dress_400.jpg,winter
../fashiondata_tng/photos/688/6886325237-black-summer-versace-jeans-dress_400.jpg,summer
../fashiondata_tng/photos/196/1969413626-eggshell-crochet-shorts-urban-planet-shorts-brown-oxfords-spring-shoes_400.jpg,spring
../fashiondata_tng/photos/196/1963796433-justfab-shoes-forever-21-hat-call-it-spring-jcpenney-bag_400.jpg,spring
../fashiondata_tng/photos/196/1965449101-springfield-jeans-decathlon-t-shirt-h-m-necklace_400.jpg,spring
../fashiondata_tng/photos/196/1962533281-as-u-wish-dress-handbag-republic-bag-spring-sandals-brown-dynamite-belt_400.jpg,spring
../fashiondata_tng/photos/196/1961888216-dark-brown-over-the-knee-sam-edelman-boots-eggshell-autumn-cashmere-sweater_400.jpg,autumn
../fashiondata_tng/photos/196/1967786762-gift-dress-vintage-belt-spring-shoes-vintage-purse_400.jpg,spring
../fashiondata_tng/photos/327/3274538593-silver-topman-tie-black-call-it-spring-boots-blue-h-m-jeans_400.jpg,spring
../fashiondata_tng/photos/327/3278562156-light-brown-lace-up-spring-boots-camel-parka-wholesale-dress-coat-dark-khaki_400.jpg,spring
../fashiondata_tng/photos/327/3274272040-blue-zara-jacket-white-zara-jeans-white-springfield-t-shirt-black-blanco-h_400.jpg,spring
../fashiondata_tng/photos/327/3277423046-dents-hat-h-m-shirt-springfield-scarf-matinique-shorts-guess-watch_400.jpg,spring
